Year,Mth,Month,Facility Reference Number,Licence Holder,Zone,FH_Zone,Site_Name,Latitude,Longitude,Sample Type,Date,Leps_mot,Leps_AF,Chalimus,Cali_mot,Counts_Pens,Prop_AF,Year Class
2015,9,September,227,Cermaq Canada,Clayoquot Sound,2.3,Bawden,49.30798,-126.00721,Pre-treatment; Follow-up,16-Sep-15,10.57,4.78,0.42,1.47,3,0.452,1
2021,11,November,144,MOWI Canada West,Quatsino Sound,2.4,Koskimo,50.45861,-127.88988,Pre-treatment,25-Nov-21,4.71,2.13,3.8,1.14,12,0.452,2
2011,8,August,1237,Marine Harvest Canada,Quatsino Sound,2.4,Monday Rocks,50.48562,-127.87618,Follow-up,26-Aug-11,8.62,3.9,2.43,6.65,3,0.452,1
2012,5,May,211,Marine Harvest Canada,Discovery Passage,3.2,Okisollo,50.30946,-125.31618,Follow-up,17-May-12,1.79,0.81,0.09,0.06,4,0.453,2
2020,6,June,467,MOWI Canada West,Broughton Archipelago,3.3,Midsummer,-126.66298,50.65784,Routine monitoring,16-Jun-20,0.95,0.43,1.98,0.25,2,0.453,2
2018,5,May,1350,Marine Harvest Canada,Port Hardy,3.4,Shelter Bay,50.96555,-127.45345,Routine monitoring,12-May-18,0.95,0.43,0.1,0.26,6,0.453,2
2011,11,November,733,Marine Harvest Canada,Discovery Passage,3.2,Cyrus Rock,50.25682,-125.2103,Threshold exceedance; Pre-treatment,10-Nov-11,6.45,2.92,3.52,4.07,3,0.453,1
2013,11,November,821,Marine Harvest Canada,Broughton Archipelago,3.3,Glacier Falls,50.84785,-126.31921,Follow-up,29-Nov-13,2.65,1.2,0.87,0.18,3,0.453,1
2021,4,April,1895,MOWI Canada West,Central Coast,3.5,Sheep Passage,-128.31093,52.79609,Threshold exceedance,30-Apr-21,3.29,1.49,1.14,0.41,7,0.453,1
2016,9,September,1079,Grieg Seafood BC,Esperanza Inlet,2.4,Steamer,49.8868,-126.7911,Follow-up,23-Sep-16,18.72,8.48,0,0,3,0.453,1
2015,9,September,144,Marine Harvest Canada,Quatsino Sound,2.4,Koskimo,50.45861,-127.88988,Routine monitoring,17-Sep-15,1.17,0.53,0.05,0.13,3,0.453,1
2017,7,July,306,Cermaq Canada,Discovery Passage,3.2,Venture Point,50.30241,-125.33778,Routine monitoring,18-Jul-17,0.64,0.29,1.28,0.98,3,0.453,1
2017,10,October,1338,Marine Harvest Canada,Quatsino Sound,2.4,Mahatta East,50.47456,-127.78781,Routine monitoring,17-Oct-17,1.28,0.58,0.22,0.3,3,0.453,2
2020,1,January,467,MOWI Canada West,Broughton Archipelago,3.3,Midsummer,-126.66298,50.65784,Routine monitoring,04-Jan-20,2.56,1.16,7.86,3.75,5,0.453,1
2020,1,January,1351,MOWI Canada West,Port Hardy,3.4,Marsh Bay,-127.34239,50.90567,Routine monitoring,20-Jan-20,2.03,0.92,4.9,0.58,3,0.453,1
2019,11,November,7713,MOWI Canada West,Central Coast,3.5,Cougar,52.71993,-128.57432,Routine monitoring,13-Nov-19,16.15,7.32,3.37,0,3,0.453,1
2015,10,October,1401,Cermaq Canada,Discovery Passage,3.2,Brent Island,50.28613,-125.34917,Follow-up,03-Oct-15,0.75,0.34,0.04,0.01,4,0.453,1
2019,9,September,314,Cermaq Canada,Clayoquot Sound,2.3,Ross Pass,49.32437,-126.04849,Routine monitoring,26-Sep-19,2.36,1.07,0.76,0.4,3,0.453,1
2012,12,December,1581,Marine Harvest Canada,Discovery Passage,3.2,Hardwicke,50.41339,-125.76974,Threshold exceedance,19-Dec-12,3.97,1.8,6.22,0.12,3,0.453,1
2019,3,March,1581,MOWI Canada West,Discovery Passage,3.2,Hardwicke,50.41339,-125.76974,Threshold exceedance; Pre-treatment,01-Mar-19,7.94,3.6,2.3,0.97,7,0.453,1
2011,5,May,1338,Marine Harvest Canada,Quatsino Sound,2.4,Mahatta East,50.47456,-127.78781,Routine monitoring,28-May-11,1.83,0.83,1.07,0.02,3,0.454,2
2018,10,October,1136,Marine Harvest Canada,Discovery Passage,3.2,Shaw Point,50.48527,-125.88981,Follow-up,28-Oct-18,9.15,4.15,0.78,0.2,2,0.454,Brood
2016,12,December,820,Marine Harvest Canada,Broughton Archipelago,3.3,Wicklow Point,50.78659,-126.69153,Pre-treatment,22-Dec-16,3.13,1.42,0.22,0.95,3,0.454,1
2021,4,April,1293,MOWI Canada West,Port Hardy,3.4,Duncan Island,-127.55568,50.8195,Threshold exceedance; Pre-treatment,07-Apr-21,4.23,1.92,1.58,0.78,3,0.454,2
2013,7,July,144,Marine Harvest Canada,Quatsino Sound,2.4,Koskimo,50.45861,-127.88988,Routine monitoring,02-Jul-13,2.82,1.28,0.65,0.12,3,0.454,1
2015,7,July,1293,Marine Harvest Canada,Port Hardy,3.4,Duncan Island,50.8195,-127.55568,Threshold exceedance; Pre-treatment,14-Jul-15,3.48,1.58,1.13,0.87,3,0.454,2
2020,5,May,1705,Grieg Seafood BC,Nootka Sound,2.4,Williamson,-126.42849,49.65623,Follow-up,22-May-20,5.77,2.62,0.07,0.02,3,0.454,2
2019,7,July,7713,MOWI Canada West,Central Coast,3.5,Cougar,52.71993,-128.57432,Threshold exceedance,17-Jul-19,5.68,2.58,18.2,2.32,3,0.454,1
2016,7,July,7053,Marine Harvest Canada,Port Hardy,3.4,Ghi ya,50.90078,-127.93638,Follow-up,01-Jul-16,4.73,2.15,7.38,1.78,2,0.455,2
2016,3,March,728,Cermaq Canada,Broughton Archipelago,3.3,Sir Edmund Bay,50.83096,-126.59684,Routine monitoring,03-Mar-16,0.55,0.25,0,1.3,1,0.455,1
2016,2,February,1702,Marine Harvest Canada,Central Coast,3.5,Goat Cove,52.78726,-128.4199,Routine monitoring,03-Feb-16,0.33,0.15,0,0,2,0.455,1
2019,5,May,790,MOWI Canada West,Discovery Passage,3.2,Chancellor Channel,50.41723,-125.66284,Routine monitoring,20-May-19,2.53,1.15,2.15,0.28,2,0.455,2
2020,6,June,78,MOWI Canada West,Discovery Passage,3.2,Phillips Arm,-125.35658,50.48825,Routine monitoring,02-Jun-20,0.33,0.15,0.23,0.03,2,0.455,2
2020,2,February,7053,MOWI Canada West,Port Hardy,3.4,Ghi ya,-127.93638,50.90078,Routine monitoring,03-Feb-20,0.33,0.15,0.4,0,2,0.455,1
2021,7,July,144,MOWI Canada West,Quatsino Sound,2.4,Koskimo,-127.88988,50.45861,Routine monitoring,07-Jul-21,0.55,0.25,0.4,0.43,2,0.455,1
2021,9,September,144,MOWI Canada West,Quatsino Sound,2.4,Koskimo,50.45861,-127.88988,Routine monitoring,13-Sep-21,0.33,0.15,6.03,0.33,2,0.455,1
2015,5,May,1825,Grieg Seafood BC,Broughton Archipelago,3.3,Noo-la,50.60799,-126.36301,Routine monitoring,31-May-15,0.33,0.15,0,0,3,0.455,2
2020,2,February,141,MOWI Canada West,Broughton Archipelago,3.3,Port Elizabeth,-126.47653,50.67099,Routine monitoring,18-Feb-20,0.55,0.25,0.52,0.47,3,0.455,1
2021,6,June,728,Cermaq Canada,Broughton Archipelago,3.3,Sir Edmund Bay,-126.59684,50.83096,Routine monitoring,01-Jun-21,0.33,0.15,0,0,3,0.455,2
2017,12,December,7714,Marine Harvest Canada,Central Coast,3.5,Alexander,52.67648,-128.57494,Routine monitoring,22-Dec-17,2.53,1.15,0.32,0.42,3,0.455,2
2013,11,November,543,Mainstream Canada,Clayoquot Sound,2.3,Mussel Rock,49.25925,-125.86762,Routine monitoring,17-Nov-13,0.33,0.15,0.03,0.03,3,0.455,2
2011,3,March,1136,Marine Harvest Canada,Discovery Passage,3.2,Shaw Point,50.48527,-125.88981,Routine monitoring,06-Mar-11,0.33,0.15,0.17,0.08,3,0.455,2
2016,3,March,871,Grieg Seafood BC,Discovery Passage,3.2,Barnes Bay,50.32437,-125.26039,Routine monitoring,17-Mar-16,0.55,0.25,2.05,2.17,3,0.455,1
2017,1,January,1581,Marine Harvest Canada,Discovery Passage,3.2,Hardwicke,50.41339,-125.76974,Routine monitoring,24-Jan-17,0.33,0.15,0,0,3,0.455,2
2017,3,March,790,Marine Harvest Canada,Discovery Passage,3.2,Chancellor Channel,50.41723,-125.66284,Routine monitoring,27-Mar-17,0.33,0.15,0.23,0.07,3,0.455,2
2018,9,September,78,Marine Harvest Canada,Discovery Passage,3.2,Phillips Arm,50.48825,-125.35658,Routine monitoring,12-Sep-18,0.55,0.25,1.05,0.8,3,0.455,1
2021,1,January,1862,Grieg Seafood BC,Esperanza Inlet,2.4,Hecate,-126.7573,49.86799,Routine monitoring,09-Jan-21,0.33,0.15,0,0.02,3,0.455,2
2013,2,February,1700,Grieg Seafood BC,Nootka Sound,2.4,Muchalat South,49.64012,-126.32735,Follow-up,27-Feb-13,1.1,0.5,0.02,0,3,0.455,2
2018,3,March,1350,Marine Harvest Canada,Port Hardy,3.4,Shelter Bay,50.96555,-127.45345,Routine monitoring,21-Mar-18,0.77,0.35,0.1,0.3,3,0.455,1
2012,7,July,144,Marine Harvest Canada,Quatsino Sound,2.4,Koskimo,50.45861,-127.88988,Post in-feed treatment,02-Jul-12,0.55,0.25,0,0,3,0.455,2
2021,9,September,1338,MOWI Canada West,Quatsino Sound,2.4,Mahatta East,50.47456,-127.78781,Routine monitoring,20-Sep-21,0.77,0.35,5.62,0.18,3,0.455,1
2019,8,August,7713,MOWI Canada West,Central Coast,3.5,Cougar,52.71993,-128.57432,Routine monitoring,10-Aug-19,7.81,3.55,10.98,0.4,4,0.455,1
2020,7,July,1291,Cermaq Canada,Clayoquot Sound,2.3,McIntyre Lake,-125.81583,49.30557,Pre-treatment,04-Jul-20,0.77,0.35,0.17,0.02,9,0.455,1
2021,8,August,467,MOWI Canada West,Broughton Archipelago,3.3,Midsummer,50.65784,-126.66298,Pre-treatment,09-Aug-21,3.74,1.7,1.6,0.6,10,0.455,1
2020,7,July,78,MOWI Canada West,Discovery Passage,3.2,Phillips Arm,-125.35658,50.48825,Routine monitoring,20-Jul-20,0.88,0.4,1.2,0.03,2,0.455,2
2018,5,May,1237,Marine Harvest Canada,Quatsino Sound,2.4,Monday Rocks,50.48562,-127.87618,Routine monitoring,18-May-18,1.65,0.75,1.83,0.5,2,0.455,2
2012,4,April,821,Marine Harvest Canada,Broughton Archipelago,3.3,Glacier Falls,50.84785,-126.31921,Routine monitoring,20-Apr-12,0.22,0.1,0.67,0,3,0.455,2
2016,3,March,1059,Marine Harvest Canada,Broughton Archipelago,3.3,Sargeaunt Pass,50.67346,-126.18595,Follow-up,22-Mar-16,0.88,0.4,0.1,0,3,0.455,2
2016,5,May,821,Marine Harvest Canada,Broughton Archipelago,3.3,Glacier Falls,50.84785,-126.31921,Routine monitoring,18-May-16,0.22,0.1,2.08,0,3,0.455,2
2016,7,July,141,Marine Harvest Canada,Broughton Archipelago,3.3,Port Elizabeth,50.67099,-126.47653,Routine monitoring,12-Jul-16,0.22,0.1,0.07,0.07,3,0.455,1
2018,8,August,820,Marine Harvest Canada,Broughton Archipelago,3.3,Wicklow Point,50.78659,-126.69153,Routine monitoring,13-Aug-18,0.88,0.4,0.58,0.7,3,0.455,1
2019,1,January,1825,Grieg Seafood BC,Broughton Archipelago,3.3,Noo-la,50.60799,-126.36301,Routine monitoring,23-Jan-19,0.22,0.1,1.58,3.63,3,0.455,1
2019,9,September,1586,MOWI Canada West,Broughton Archipelago,3.3,Doctor Islets,50.65373,-126.28925,Routine monitoring,30-Sep-19,0.22,0.1,0.05,0.02,3,0.455,2
2020,12,December,1335,Cermaq Canada,Broughton Archipelago,3.3,Wehlis Bay,-126.92374,50.8641,Routine monitoring,07-Dec-20,0.22,0.1,1.13,1.55,3,0.455,1
2021,4,April,820,MOWI Canada West,Broughton Archipelago,3.3,Wicklow Point,-126.69153,50.78659,Routine monitoring,02-Apr-21,0.22,0.1,0,0.03,3,0.455,1
2012,1,January,227,Mainstream Canada,Clayoquot Sound,2.3,Bawden,49.30798,-126.00721,Routine monitoring,16-Jan-12,0.22,0.1,0.53,0,3,0.455,1
2014,3,March,227,Cermaq Canada,Clayoquot Sound,2.3,Bawden,49.30798,-126.00721,Routine monitoring,01-Mar-14,0.88,0.4,2.52,3.03,3,0.455,1
2014,6,June,1537,Cermaq Canada,Clayoquot Sound,2.3,Bare Bluff,49.32702,-125.79902,Routine monitoring,16-Jun-14,0.22,0.1,0.53,3.18,3,0.455,1
2017,5,May,1300,Marine Harvest Canada,Discovery Passage,3.2,Althorpe,50.47531,-125.80975,Routine monitoring,23-May-17,0.22,0.1,0.73,0.33,3,0.455,2
2019,7,July,1401,Cermaq Canada,Discovery Passage,3.2,Brent Island,50.28613,-125.34917,Routine monitoring,16-Jul-19,0.22,0.1,0,9.12,3,0.455,1
2019,9,September,1581,MOWI Canada West,Discovery Passage,3.2,Hardwicke,50.41339,-125.76974,Routine monitoring,02-Sep-19,0.22,0.1,1.08,0.28,3,0.455,2
2020,3,March,211,MOWI Canada West,Discovery Passage,3.2,Okisollo,-125.31618,50.30946,Routine monitoring,04-Mar-20,0.22,0.1,0,0,3,0.455,2
2021,3,March,1300,MOWI Canada West,Discovery Passage,3.2,Althorpe,-125.80975,50.47531,Routine monitoring,29-Mar-21,0.22,0.1,0.03,0.32,3,0.455,1
2021,5,May,1581,MOWI Canada West,Discovery Passage,3.2,Hardwicke,-125.76974,50.41339,Routine monitoring,26-May-21,0.88,0.4,2.23,1.68,3,0.455,2
2021,6,June,1079,Grieg Seafood BC,Esperanza Inlet,2.4,Steamer,-126.7911,49.8868,Routine monitoring,11-Jun-21,0.22,0.1,0.03,0.07,3,0.455,2
2012,8,August,1705,Grieg Seafood BC,Nootka Sound,2.4,Williamson,49.65623,-126.42849,Routine monitoring,02-Aug-12,0.22,0.1,0,0,3,0.455,2
2013,6,June,1700,Grieg Seafood BC,Nootka Sound,2.4,Muchalat South,49.64012,-126.32735,Routine monitoring,21-Jun-13,0.22,0.1,0,0,3,0.455,2
2021,7,July,1789,Grieg Seafood BC,Nootka Sound,2.4,Concepcion,-126.47587,49.65923,Routine monitoring,31-Jul-21,1.43,0.65,0,0.57,3,0.455,1
2021,7,July,1238,MOWI Canada West,Quatsino Sound,2.4,Mahatta West,-127.83577,50.46914,Routine monitoring,13-Jul-21,0.22,0.1,0.12,0.18,3,0.455,1
2020,3,March,1697,Grieg Seafood BC,Sunshine Coast,3.1,Culloden,-124.10162,49.79595,Routine monitoring,31-Mar-20,0.22,0.1,0,0.02,3,0.455,2
2017,4,April,458,Cermaq Canada,Broughton Archipelago,3.3,Cypress Harbour,50.83772,-126.66313,Post in-feed treatment,01-Apr-17,0.11,0.05,0.1,0.04,4,0.455,Brood
2020,12,December,820,MOWI Canada West,Broughton Archipelago,3.3,Wicklow Point,-126.69153,50.78659,Post mechanical removal or bath treatment,05-Dec-20,1.21,0.55,1.53,0.74,12,0.455,1
2017,10,October,1738,Grieg Seafood BC,Nootka Sound,2.4,Atrevida,49.65603,-126.45404,Follow-up,04-Oct-17,11.92,5.42,0.73,0.1,3,0.455,2
2020,1,January,1698,Grieg Seafood BC,Sunshine Coast,3.1,Ahlstrom,-124.15395,49.7793,Threshold Exceedance,08-Jan-20,7.78,3.54,2.11,2.79,3,0.455,1
2018,4,April,314,Cermaq Canada,Clayoquot Sound,2.3,Ross Pass,49.32437,-126.04849,Follow-up,27-Apr-18,31.21,14.21,0,0.14,3,0.455,2
2021,11,November,7713,MOWI Canada West,Central Coast,3.5,Cougar,52.71993,-128.57432,Follow-up,03-Nov-21,5.82,2.65,7.03,2.47,3,0.455,1
2019,7,July,1136,MOWI Canada West,Discovery Passage,3.2,Shaw Point,50.48527,-125.88981,Routine monitoring,27-Jul-19,3.47,1.58,1,0.93,3,0.455,2
2011,8,August,1079,Grieg Seafood BC,Esperanza Inlet,2.4,Steamer,49.8868,-126.7911,Threshold exceedance,10-Aug-11,13.22,6.02,0,0,3,0.455,2
2016,5,May,1351,Marine Harvest Canada,Port Hardy,3.4,Marsh Bay,50.90567,-127.34239,Follow-up,05-May-16,5.05,2.3,5.53,0.15,3,0.455,2
2021,7,July,314,Cermaq Canada,Clayoquot Sound,2.3,Ross Pass,-126.04849,49.32437,Routine monitoring,12-Jul-21,2.92,1.33,4.33,0.62,3,0.455,1
2021,3,March,1288,MOWI Canada West,Port Hardy,3.4,Doyle Island,-127.48698,50.81456,Threshold exceedance; Pre-treatment,22-Mar-21,3.49,1.59,4.42,1.08,8,0.456,2
2021,6,June,820,MOWI Canada West,Broughton Archipelago,3.3,Wicklow Point,-126.69153,50.78659,Routine monitoring,24-Jun-21,2.37,1.08,0.52,0.53,3,0.456,2
2014,3,March,1825,Grieg Seafood BC,Broughton Archipelago,3.3,Noo-la,50.60799,-126.36301,Follow-up,07-Mar-14,1.47,0.67,0.03,0.17,3,0.456,2
2018,2,February,821,Marine Harvest Canada,Broughton Archipelago,3.3,Glacier Falls,50.84785,-126.31921,Routine monitoring,11-Feb-18,2.15,0.98,0.98,0.33,2,0.456,1
2019,4,April,1863,Grieg Seafood BC,Esperanza Inlet,2.4,Esperanza,49.87814,-126.76145,Threshold exceedance,27-Apr-19,4.65,2.12,0.73,0,3,0.456,2
2013,2,February,1700,Grieg Seafood BC,Nootka Sound,2.4,Muchalat South,49.64012,-126.32735,Follow-up,19-Feb-13,1.25,0.57,0.05,0,3,0.456,2
2015,5,May,1237,Marine Harvest Canada,Quatsino Sound,2.4,Monday Rocks,50.48562,-127.87618,Follow-up,12-May-15,6.25,2.85,0.13,0.05,3,0.456,1
2012,2,February,527,Mainstream Canada,Clayoquot Sound,2.3,Saranac Island,49.24803,-125.90671,Routine monitoring,17-Feb-12,1.82,0.83,0.48,0,3,0.456,1
2018,9,September,1136,Marine Harvest Canada,Discovery Passage,3.2,Shaw Point,50.48527,-125.88981,Follow-up,13-Sep-18,9.1,4.15,1.73,0.33,2,0.456,Brood
2019,8,August,144,MOWI Canada West,Quatsino Sound,2.4,Koskimo,50.45861,-127.88988,Routine monitoring,02-Aug-19,3.88,1.77,7.43,5.85,3,0.456,1
2011,8,August,520,Mainstream Canada,Clayoquot Sound,2.3,Bedwell,49.26548,-125.81247,Pre-treatment; Follow-up,18-Aug-11,3.55,1.62,6.68,2.5,3,0.456,1
2021,3,March,869,Cermaq Canada,Broughton Archipelago,3.3,Maude Island,-126.75743,50.85271,Follow-up,07-Mar-21,0.92,0.42,0.15,0,3,0.457,2
2021,10,October,820,MOWI Canada West,Broughton Archipelago,3.3,Wicklow Point,50.78659,-126.69153,Threshold exceedance,01-Oct-21,3.68,1.68,0.08,0,3,0.457,2
2016,12,December,1580,Marine Harvest Canada,Central Coast,3.5,Jackson Pass,52.53727,-128.40286,Follow-up,13-Dec-16,19.32,8.82,2.67,2.07,3,0.457,1
2021,9,September,314,Cermaq Canada,Clayoquot Sound,2.3,Ross Pass,49.32437,-126.04849,Pre-treatment,22-Sep-21,19.49,8.9,0.6,0.89,10,0.457,2
2017,6,June,1581,Marine Harvest Canada,Discovery Passage,3.2,Hardwicke,50.41339,-125.76974,Routine monitoring,20-Jun-17,1.27,0.58,1,1.48,3,0.457,2
2018,12,December,1293,Marine Harvest Canada,Port Hardy,3.4,Duncan Island,50.8195,-127.55568,Routine monitoring,19-Dec-18,1.27,0.58,0.87,0.27,3,0.457,1
2019,8,August,7713,MOWI Canada West,Central Coast,3.5,Cougar,52.71993,-128.57432,Pre-treatment,19-Aug-19,11.1,5.07,15.81,0.14,8,0.457,1
2019,5,May,458,Cermaq Canada,Broughton Archipelago,3.3,Cypress Harbour,50.83772,-126.66313,Pre-treatment,01-May-19,2.78,1.27,1.99,0.03,3,0.457,Brood
2021,11,November,1238,MOWI Canada West,Quatsino Sound,2.4,Mahatta West,50.46914,-127.83577,Follow-up,29-Nov-21,5.1,2.33,1.13,0.97,3,0.457,2
2021,5,May,1507,Cermaq Canada,Clayoquot Sound,2.3,Millar Channel,-126.09003,49.37622,Routine monitoring,10-May-21,1.05,0.48,0.65,1.95,2,0.457,1
2019,1,January,1581,MOWI Canada West,Discovery Passage,3.2,Hardwicke,50.41339,-125.76974,Routine monitoring,07-Jan-19,1.05,0.48,1.45,0.58,2,0.457,1
2011,8,August,1537,Mainstream Canada,Clayoquot Sound,2.3,Bare Bluff,49.32702,-125.79902,Routine monitoring,08-Aug-11,1.05,0.48,1.42,0.15,3,0.457,1
2017,11,November,144,Marine Harvest Canada,Quatsino Sound,2.4,Koskimo,50.45861,-127.88988,Pre-treatment,08-Nov-17,6.3,2.88,0.57,0.48,3,0.457,2
2019,8,August,1144,Cermaq Canada,Broughton Archipelago,3.3,Burdwood,50.7969,-126.49581,Routine monitoring,29-Aug-19,0.35,0.16,0.01,0.42,3,0.457,2
2013,3,March,733,Marine Harvest Canada,Discovery Passage,3.2,Cyrus Rock,50.25682,-125.2103,Post in-feed treatment,11-Mar-13,0.7,0.32,0.03,0,3,0.457,2
2018,8,August,304,Cermaq Canada,Discovery Passage,3.2,Raza Island,50.32159,-125.00882,Routine monitoring,18-Aug-18,0.35,0.16,0.06,0.03,3,0.457,1
2014,1,January,1238,MOWI Canada West,Quatsino Sound,2.4,Mahatta West,50.46914,-127.83577,Routine monitoring,31-Jan-14,0.7,0.32,2.15,0.03,3,0.457,1
2014,12,December,467,MOWI Canada West,Broughton Archipelago,3.3,Midsummer,50.65784,-126.66298,Follow-up,23-Dec-14,14.37,6.57,2.62,3.08,3,0.457,2
2017,2,February,1863,Grieg Seafood BC,Esperanza Inlet,2.4,Esperanza,49.87814,-126.76145,Routine monitoring,14-Feb-17,45.12,20.63,1.1,0,3,0.457,2
2019,8,August,144,MOWI Canada West,Quatsino Sound,2.4,Koskimo,50.45861,-127.88988,Routine monitoring,28-Aug-19,11.7,5.35,2.38,0.98,2,0.457,1
2016,9,September,1702,Marine Harvest Canada,Central Coast,3.5,Goat Cove,52.78726,-128.4199,Follow-up,21-Sep-16,7.87,3.6,3.05,0.3,3,0.457,2
2014,2,February,819,Cermaq Canada,Broughton Archipelago,3.3,Cecil Island,50.85123,-126.71498,Routine monitoring,20-Feb-14,1.53,0.7,3.25,0.18,3,0.458,Brood
2017,11,November,467,Marine Harvest Canada,Broughton Archipelago,3.3,Midsummer,50.65784,-126.66298,Threshold exceedance,27-Nov-17,3.65,1.67,5.45,0.53,3,0.458,1
2016,10,October,1351,Marine Harvest Canada,Port Hardy,3.4,Marsh Bay,50.90567,-127.34239,Threshold exceedance,05-Oct-16,5.42,2.48,30.02,1.03,3,0.458,2
2020,9,September,78,MOWI Canada West,Discovery Passage,3.2,Phillips Arm,-125.35658,50.48825,Follow-up,23-Sep-20,5.07,2.32,0.4,1.12,3,0.458,2
2018,1,January,1507,Cermaq Canada,Clayoquot Sound,2.3,Millar Channel,49.37622,-126.09003,Routine monitoring,16-Jan-18,6.14,2.81,0.05,0.07,3,0.458,2
2021,4,April,1288,MOWI Canada West,Port Hardy,3.4,Doyle Island,-127.48698,50.81456,Routine monitoring,20-Apr-21,3.32,1.52,0.1,0.1,3,0.458,2
2018,5,May,141,Marine Harvest Canada,Broughton Archipelago,3.3,Port Elizabeth,50.67099,-126.47653,Routine monitoring,12-May-18,1.66,0.76,1.85,1.68,4,0.458,1
2019,8,August,144,MOWI Canada West,Quatsino Sound,2.4,Koskimo,50.45861,-127.88988,Pre-treatment,29-Aug-19,13.52,6.19,1.67,0.75,12,0.458,1
2019,3,March,1862,Grieg Seafood BC,Esperanza Inlet,2.4,Hecate,49.86799,-126.7573,Routine monitoring,24-Mar-19,1.07,0.49,0.02,0.02,3,0.458,2
2016,1,January,1618,Marine Harvest Canada,Broughton Archipelago,3.3,Humphrey Rock,50.69682,-126.25532,Routine monitoring,16-Jan-16,2.62,1.2,2.13,0.02,3,0.458,2
2013,1,January,820,Marine Harvest Canada,Broughton Archipelago,3.3,Wicklow Point,50.78659,-126.69153,Follow-up,13-Jan-13,4.43,2.03,0.13,0.02,3,0.458,1
2013,12,December,1586,Marine Harvest Canada,Broughton Archipelago,3.3,Doctor Islets,50.65373,-126.28925,Routine monitoring,07-Dec-13,1.68,0.77,0.62,0.08,3,0.458,2
2014,12,December,141,MOWI Canada West,Broughton Archipelago,3.3,Port Elizabeth,50.67099,-126.47653,Routine monitoring,24-Dec-14,0.72,0.33,0.1,0.13,3,0.458,1
2018,3,March,1059,Marine Harvest Canada,Broughton Archipelago,3.3,Sargeaunt Pass,50.67346,-126.18595,Follow-up,28-Mar-18,0.48,0.22,0.18,0.02,3,0.458,2
2018,11,November,728,Cermaq Canada,Broughton Archipelago,3.3,Sir Edmund Bay,50.83096,-126.59684,Routine monitoring,03-Nov-18,0.24,0.11,0,0.02,3,0.458,1
2020,12,December,7273,Grieg Seafood BC,Broughton Archipelago,3.3,Tsa-ya,-126.33212,50.61225,Routine monitoring,09-Dec-20,1.2,0.55,7.23,3,3,0.458,1
2016,3,March,1580,Marine Harvest Canada,Central Coast,3.5,Jackson Pass,52.53727,-128.40286,Routine monitoring,23-Mar-16,0.48,0.22,2,0.65,3,0.458,1
2016,8,August,78,Marine Harvest Canada,Discovery Passage,3.2,Phillips Arm,50.48825,-125.35658,Routine monitoring,18-Aug-16,0.72,0.33,0,0.35,3,0.458,1
2016,11,November,78,Marine Harvest Canada,Discovery Passage,3.2,Phillips Arm,50.48825,-125.35658,Routine monitoring,16-Nov-16,1.92,0.88,0.18,0.32,3,0.458,2
2021,10,October,1300,MOWI Canada West,Discovery Passage,3.2,Althorpe,50.47531,-125.80975,Routine monitoring,12-Oct-21,0.48,0.22,0.03,0.37,3,0.458,2
2019,9,September,831,MOWI Canada West,Port Hardy,3.4,Shelter Pass,50.88414,-127.5004,Routine monitoring,15-Sep-19,0.72,0.33,0.45,0.23,3,0.458,2
2015,5,May,1288,Marine Harvest Canada,Port Hardy,3.4,Doyle Island,50.81456,-127.48698,Follow-up,28-May-15,3.38,1.55,1.68,1.45,3,0.459,2
2011,11,November,821,Marine Harvest Canada,Broughton Archipelago,3.3,Glacier Falls,50.84785,-126.31921,Routine monitoring,14-Nov-11,1.57,0.72,0.27,1.07,3,0.459,1
2021,5,May,1300,MOWI Canada West,Discovery Passage,3.2,Althorpe,-125.80975,50.47531,Routine monitoring,10-May-21,1.57,0.72,1.8,0.57,3,0.459,2
2020,10,October,1895,MOWI Canada West,Central Coast,3.5,Sheep Passage,-128.31093,52.79609,Routine monitoring,14-Oct-20,2.9,1.33,1.02,0,3,0.459,1
2011,10,October,1300,Marine Harvest Canada,Discovery Passage,3.2,Althorpe,50.47531,-125.80975,Pre-treatment; Follow-up,04-Oct-11,3.27,1.5,10.13,7.2,3,0.459,2
2018,6,June,211,Marine Harvest Canada,Discovery Passage,3.2,Okisollo,50.30946,-125.31618,Routine monitoring,27-Jun-18,1.7,0.78,1.1,1.33,2,0.459,2
2020,5,May,746,Grieg Seafood BC,Sunshine Coast,3.1,Site 13,-123.84265,49.6291,Routine monitoring,28-May-20,1.7,0.78,0,0.33,2,0.459,2
2016,6,June,790,Marine Harvest Canada,Discovery Passage,3.2,Chancellor Channel,50.41723,-125.66284,Routine monitoring,08-Jun-16,1.7,0.78,1.97,0,3,0.459,1
2017,12,December,211,Marine Harvest Canada,Discovery Passage,3.2,Okisollo,50.30946,-125.31618,Follow-up,13-Dec-17,1.7,0.78,0,0,3,0.459,1
2021,3,March,1293,MOWI Canada West,Port Hardy,3.4,Duncan Island,-127.55568,50.8195,Follow-up,06-Mar-21,2.31,1.06,1.15,0.68,7,0.459,2
2019,5,May,728,Cermaq Canada,Broughton Archipelago,3.3,Sir Edmund Bay,50.83096,-126.59684,Routine monitoring,11-May-19,1.22,0.56,0.02,0,3,0.459,2
